Customer_ID,PREDICT,PREDICT_PROBA
1090214,0,0.29365757916767415
1090215,0,0.35963540801848637
1090216,0,0.4345261143020302
1090217,0,0.37049643781988645
1090218,0,0.2984348652435297
1090219,0,0.18699310483913076
1090220,1,0.5707327689403822
1090221,1,0.6469643021958621
1090222,0,0.44861106914991883
1090223,1,0.551975729953471
1090224,1,0.5817210215099253
1090225,0,0.37730335369858664
1090226,1,0.6463551589228641
1090227,1,0.5534219090647589
1090228,1,0.639818166267916
1090229,0,0.3874343255396064
1090230,1,0.6933812258844242
1090231,1,0.7072987448597747
1090232,0,0.3973028053427373
1090233,1,0.5801345006242252
1090234,1,0.8825124552196673
1090235,0,0.33377127464040324
1090236,1,0.6411625340437226
1090237,0,0.2981565084815881
1090238,0,0.3433700540422205
1090239,1,0.587644006624368
1090240,0,0.2280322002070435
1090241,1,0.6177177992368055
1090242,0,0.25957436185087646
1090243,1,0.5042345892475698
1090244,0,0.3610348226156206
1090245,1,0.5890823166375058
1090246,0,0.26999932487150985
1090247,1,0.6335929323606972
1090248,1,0.698528728608559
1090249,1,0.6972939879460133
1090250,1,0.7466406540381829
1090251,1,0.5666796146321376
1090252,1,0.7267147333208368
1090253,1,0.5657632671028721
1090254,0,0.3344341710381835
1090255,1,0.5661872613058557
1090256,1,0.7677632661424766
1090257,0,0.20895143534269436
1090258,1,0.7686254155394451
1090259,1,0.5084513789109493
1090260,0,0.4380991370962269
1090261,1,0.5707808888125793
1090262,0,0.2246544286858559
1090263,0,0.4534306289384107
1090264,0,0.19461621619214983
1090265,0,0.4358614342888592
1090266,0,0.22113325850099755
1090267,0,0.3944238404390346
1090268,1,0.5687333239150552
1090269,0,0.35053867768928587
1090270,0,0.31703639220176383
1090271,0,0.2602189644376904
1090272,0,0.24726117437039977
1090273,1,0.6382814849717889
1090274,1,0.6638910533785772
1090275,1,0.6839745978008791
1090276,0,0.41958137140786894
1090277,0,0.41854796845503217
1090278,1,0.559504174524442
1090279,0,0.28948409738093167
1090280,0,0.333196666606129
1090281,0,0.4833232409049059
1090282,0,0.2868209597571954
1090283,1,0.607450968905607
1090284,0,0.360531137289275
1090285,1,0.6213207776799333
1090286,1,0.5662956696749478
1090287,1,0.7271207383495614
1090288,0,0.24370849144121928
1090289,0,0.3245754877990493
1090290,0,0.3152368343220328
1090291,0,0.41592158033748117
1090292,1,0.6742246140612856
1090293,0,0.21694774539386052
1090294,1,0.6091931354764057
1090295,0,0.41729363851495627
1090296,1,0.5039142549384197
1090297,1,0.5955266156591313
1090298,1,0.728472251030355
1090299,0,0.28038892374162894
1090300,1,0.6440661536959529
1090301,1,0.6151293114409583
1090302,1,0.6748443833945142
1090303,0,0.34996883528462136
1090304,0,0.3804154756680662
1090305,1,0.7818334788226149
1090306,0,0.36903982434263544
1090307,1,0.5312529289805055
1090308,1,0.6831798604052178
1090309,0,0.23496586287533494
1090310,0,0.3782414913934084
1090311,1,0.5608910212120068
1090312,1,0.5213011222542773
1090313,0,0.43337671573043446
1090314,0,0.4983031665854543
1090315,1,0.7322886297408627
1090316,1,0.6457161987568516
1090317,1,0.5771318923135262
1090318,0,0.3655732464040541
1090319,0,0.38985083588018776
1090320,0,0.21930449010099343
1090321,0,0.4288892282418799
1090322,0,0.313125745580989
1090323,0,0.34765637832641955
1090324,0,0.23531803430482945
1090325,0,0.2319817339229761
1090326,1,0.6978536655075599
1090327,0,0.4945328135329861
1090328,0,0.4179486624379401
1090329,0,0.22459249240754453
1090330,0,0.3015966754507329
1090331,0,0.30668385007008625
1090332,0,0.2814911376202132
1090333,1,0.5304956871103274
1090334,0,0.26074712692031754
1090335,0,0.32371651731379186
1090336,1,0.5640701387522995
1090337,1,0.634502396951693
1090338,0,0.3054019320777521
1090339,0,0.49546302855343527
1090340,1,0.7146345636790152
1090341,1,0.5759600873937137
1090342,0,0.3567411031082037
1090343,0,0.24493840965205835
1090344,0,0.18587464149004496
1090345,0,0.3298531501106442
1090346,1,0.7995262352006868
1090347,1,0.8751241704507157
1090348,1,0.5908712817264521
1090349,1,0.7005962191485147
1090350,0,0.4915342791438445
1090351,1,0.6602727926087562
1090352,0,0.30550194552585735
1090353,0,0.38151101488860617
1090354,0,0.35329172615148224
1090355,1,0.6457964984261434
1090356,0,0.3124390599409193
1090357,0,0.3233945076388877
1090358,1,0.5548386888477941
1090359,1,0.5923160445549551
1090360,0,0.22073011003224136
1090361,0,0.43302414308802695
1090362,0,0.16950802182173363
1090363,1,0.5299188233571858
1090364,0,0.2631565141092285
1090365,1,0.6559987946953364
1090366,1,0.5481498510637622
1090367,0,0.269856184503787
1090368,1,0.7498318588363488
1090369,1,0.5919946080021262
1090370,0,0.486036137131415
1090371,0,0.46958212013006456
1090372,1,0.7477856743704988
1090373,0,0.21458951233850992
1090374,1,0.6474607206178371
1090375,0,0.48209098835679576
1090376,0,0.23942810854382332
1090377,0,0.45711303874857473
1090378,0,0.4507867370510939
1090379,0,0.29812625132827864
1090380,0,0.4173303267466851
1090381,1,0.7038771305189789
1090382,1,0.6656530812559456
1090383,0,0.20263037747728244
1090384,1,0.6378942953928417
1090385,1,0.6446121523952345
1090386,1,0.6463208512339146
1090387,1,0.5504553713998727
1090388,1,0.5387157049348363
1090389,0,0.27713768756262913
1090390,1,0.6843771766059822
1090391,0,0.3849119110192045
1090392,0,0.429679888007566
1090393,0,0.2561100748457774
1090394,1,0.6556555076418782
1090395,1,0.6138930130389727
1090396,0,0.23807701998180375
1090397,0,0.3274393577932623
1090398,0,0.29827713194571215
1090399,1,0.5540367074790395
1090400,0,0.41645772092177513
1090401,0,0.18185679491139398
1090402,1,0.6194570679734425
1090403,1,0.6322491501313254
1090404,1,0.7160596338295436
1090405,0,0.2947099944657157
1090406,1,0.6167265127116328
1090407,0,0.33509026922710033
1090408,0,0.26689912281610984
1090409,1,0.5556951480724478
1090410,1,0.6774785809348778
1090411,0,0.19335742357099298
1090412,0,0.27916711234239167
1090413,0,0.29912509817708516
1090414,0,0.31632797769731386
1090415,0,0.41603318625161795
1090416,0,0.1896076656402626
1090417,0,0.27103040705076115
1090418,1,0.6927396687304236
1090419,0,0.32252865824688826
1090420,1,0.6303809917106784
1090421,1,0.5511613216696389
1090422,1,0.5948954056428795
1090423,0,0.2548250933124418
1090424,1,0.6439773339730174
1090425,1,0.6542004085583472
1090426,0,0.20713695950159608
1090427,0,0.26501760788398626
1090428,0,0.20652347744591373
1090429,1,0.6828758432062466
1090430,0,0.24205618909148413
1090431,0,0.3113695212442515
1090432,0,0.3797011662414652
1090433,1,0.7255407741297046
1090434,0,0.34579105456823167
1090435,1,0.580153826499982
1090436,0,0.3978194463771104
1090437,0,0.18159851822053508
1090438,1,0.7362415592569089
1090439,1,0.8049696249225786
1090440,0,0.2754897131149555
1090441,1,0.6791914886449077
1090442,0,0.33640726775165336
1090443,0,0.32533535039060335
1090444,0,0.21968517083008066
1090445,0,0.3985325190460336
1090446,1,0.6111675782888409
1090447,0,0.452893307664948
1090448,1,0.8401377604039588
1090449,0,0.4624944761776938
1090450,0,0.389019183962522
1090451,1,0.5966036298063363
1090452,0,0.31087506807967114
1090453,0,0.2869206923575642
1090454,1,0.626175727992272
1090455,0,0.26786179317769115
1090456,0,0.39513002233303346
1090457,1,0.6227436736581412
1090458,1,0.5951870631291887
1090459,1,0.5449006267078907
1090460,0,0.39584640848861985
1090461,0,0.2561338205362664
1090462,1,0.7117377481267881
1090463,0,0.45860791312529536
1090464,0,0.23111961798215117
1090465,0,0.3411028873009925
1090466,1,0.5918466604563587
1090467,1,0.6365128787212877
1090468,0,0.33533778112309126
1090469,1,0.6427205947000072
1090470,0,0.430179634707698
1090471,0,0.2819908507313174
1090472,0,0.2141294691372784
1090473,1,0.6689076702619369
1090474,0,0.46307502385085536
1090475,0,0.4821294854355761
1090476,1,0.5927871904398756
1090477,0,0.3918309142691432
1090478,0,0.24145190812244985
1090479,0,0.23981485614899456
1090480,0,0.23365068370842243
1090481,0,0.3375610540597886
1090482,0,0.4800228360908403
1090483,0,0.17838633483421598
1090484,1,0.5684882496086251
1090485,1,0.6233962944637861
1090486,0,0.4478707237084561
1090487,0,0.1803699274474416
1090488,0,0.29499148880579273
1090489,1,0.5766279002713168
1090490,0,0.3067568133758024
1090491,1,0.696466833389591
1090492,0,0.4914365165867277
1090493,0,0.26992471862420025
1090494,0,0.49903704870737303
1090495,0,0.3007404351660732
1090496,1,0.7519075153507633
1090497,1,0.611537667051185
1090498,1,0.6142219192294203
1090499,1,0.570612262068602
1090500,0,0.4048891912377734
1090501,0,0.25364764472965656
1090502,1,0.5976957768667239
1090503,0,0.4150981406661955
1090504,0,0.30554699007073016
1090505,1,0.5655844636892391
1090506,1,0.6030675440173401
1090507,0,0.3306451197196553
1090508,0,0.48114908167068365
1090509,0,0.29771524355663087
1090510,1,0.7055630517555871
1090511,1,0.5776426405338884
1090512,0,0.2594845644473103
1090513,0,0.2066368752976201
1090514,0,0.44337081054733235
1090515,1,0.511030983228735
1090516,1,0.6131813248769181
1090517,1,0.6316355898195959
1090518,1,0.5444518009702921
1090519,1,0.5212985259810007
1090520,1,0.6713683887630613
1090521,0,0.23283579243931316
1090522,1,0.6279028474882358
1090523,0,0.2428471719454402
1090524,1,0.5799965499216008
1090525,0,0.2886558500862969
1090526,1,0.7539016463794108
1090527,1,0.7093269828546448
1090528,0,0.3346336451831719
1090529,0,0.4394911224609475
1090530,1,0.6528827129026922
1090531,0,0.30586375106828984
1090532,0,0.37733930105696817
1090533,0,0.3930173880096861
1090534,0,0.44883859639504986
1090535,1,0.6846737070724416
1090536,0,0.22055118207141208
1090537,0,0.3675191094150442
1090538,0,0.21666435574384016
1090539,0,0.25559960993992425
1090540,1,0.7285591594636346
1090541,1,0.8835295862152734
1090542,0,0.22552677747626335
1090543,0,0.21830240650776217
1090544,0,0.3278294656731891
1090545,1,0.6307363837742311
1090546,1,0.6763234216388849
1090547,0,0.40223431612513266
1090548,0,0.34627598893957234
1090549,1,0.6390973749092682
1090550,1,0.6362357699374162
1090551,0,0.19826199854697124
1090552,0,0.25921408869625334
1090553,0,0.37782044295278616
1090554,0,0.3869467619535425
1090555,0,0.4875142519485615
1090556,0,0.19500605445783817
1090557,0,0.18092751022122422
1090558,1,0.6817731670460192
1090559,0,0.2711100199495828
1090560,1,0.7847289035590238
1090561,0,0.3003761804312721
1090562,1,0.7280077158796487
1090563,0,0.2956882277161621
1090564,1,0.7010968278741952
1090565,0,0.2815057897607648
1090566,1,0.630194292656904
1090567,1,0.7033337810222308
1090568,0,0.3139554512107237
1090569,0,0.2166560459297444
1090570,0,0.3960968650977937
1090571,0,0.19336699690870135
1090572,0,0.27899996265696747
1090573,0,0.38294634346126827
1090574,0,0.22345940834879727
1090575,0,0.2840357978779799
1090576,0,0.1727487770807767
1090577,0,0.38724429720674874
1090578,0,0.2847600488733613
1090579,0,0.39315152606432446
1090580,1,0.5405974202115771
1090581,0,0.3836183829538107
1090582,1,0.7693285759629463
1090583,1,0.6469137558415978
1090584,0,0.1966218682443443
1090585,0,0.2627672205221866
1090586,0,0.21800678601939316
1090587,1,0.7587826504364906
1090588,1,0.6798211961385152
1090589,1,0.5880973751879954
1090590,1,0.7029033782787285
1090591,0,0.47340212970479695
1090592,1,0.5663753204905349
1090593,0,0.24177069903001278
1090594,0,0.30336210297773925
1090595,0,0.18389006850527806
1090596,0,0.25131400636592494
1090597,1,0.9184923464795397
1090598,1,0.6940511599896173
1090599,1,0.5230491180022783
1090600,0,0.1559242028217329
1090601,1,0.6412184525073592
1090602,1,0.5878723621158246
1090603,1,0.6022642066337389
1090604,0,0.3633658344145677
1090605,1,0.7255922802225305
1090606,0,0.3412185223117885
1090607,1,0.7217626367464856
1090608,1,0.529861493415298
1090609,0,0.22288546088401012
1090610,0,0.4958159765198657
1090611,0,0.2747530743726785
1090612,0,0.4403876383739401
1090613,0,0.3959347984351253
1090614,1,0.505182520216936
1090615,1,0.6412351840262073
1090616,0,0.315105535127923
1090617,0,0.19647587189543977
1090618,1,0.5079374257080924
1090619,1,0.5594079916191597
1090620,0,0.2176658785940121
1090621,1,0.5431913883591791
1090622,0,0.24644120510739986
1090623,1,0.6930698296705429
1090624,0,0.26087399255426397
1090625,0,0.40375675604031125
1090626,0,0.3813907967821704
1090627,1,0.5416354937103082
1090628,1,0.5292853691741474
1090629,0,0.33471073046837185
1090630,0,0.3022025162444589
1090631,0,0.39495216428913543
1090632,0,0.26379433414641695
1090633,1,0.680353562867884
1090634,1,0.5947705231491017
1090635,0,0.35014082091746573
1090636,1,0.6761299161389853
1090637,0,0.367155005627899
1090638,1,0.6913648811568163
1090639,1,0.5502815788277756
1090640,0,0.25111362145651966
1090641,0,0.4858832128402473
1090642,1,0.5168807122396537
1090643,1,0.6822375297648855
1090644,1,0.8646669885221818
1090645,0,0.49896990333277796
1090646,0,0.22200464457851654
1090647,1,0.7681807538605665
1090648,0,0.297088562666293
1090649,1,0.6395149812164287
1090650,1,0.7649696664242382
1090651,1,0.5830177399958527
1090652,0,0.22239433138487238
1090653,1,0.771486317632281
1090654,1,0.5825933938310649
1090655,0,0.29223076928822334
1090656,0,0.40928360501873684
1090657,0,0.29450761008124665
1090658,1,0.617820702300051
1090659,1,0.599756207273721
1090660,1,0.7056982476699205
1090661,0,0.23565714042046132
1090662,1,0.5667622526125654
1090663,0,0.27992860288845595
1090664,0,0.25444935004615277
1090665,0,0.44954245916368646
1090666,0,0.3628466071858008
1090667,0,0.22604389095669994
1090668,0,0.40379593305085704
1090669,0,0.253581045698114
1090670,0,0.29405748186808217
1090671,0,0.48903139960968195
1090672,0,0.23405346497563134
1090673,1,0.5908323349497847
1090674,0,0.3965261490378026
1090675,0,0.28238654609557623
1090676,0,0.4364042863684989
1090677,1,0.685869785348837
1090678,1,0.5205241708212196
1090679,1,0.7009587759102648
1090680,0,0.2125217517742067
1090681,1,0.6668165565932693
1090682,0,0.3486560468914272
1090683,0,0.4340481021542009
1090684,1,0.6063267069619557
1090685,0,0.3438522740380386
1090686,0,0.3631017605286778
1090687,1,0.6323824525635224
1090688,1,0.7519582863972059
1090689,0,0.2635435919815569
1090690,0,0.33943376013944865
1090691,0,0.37469324146015404
1090692,1,0.6675014095575631
1090693,1,0.6456654659878187
1090694,1,0.6652660061341636
1090695,0,0.4618871851262513
1090696,1,0.8800736717032818
1090697,0,0.35961123297020053
1090698,0,0.43660063276203975
1090699,0,0.1600493195161074
1090700,0,0.39824399671424326
1090701,1,0.7567802343327197
1090702,0,0.4046975705368529
1090703,0,0.2678786535743758
1090704,1,0.6659978105209604
1090705,0,0.2967014848675707
1090706,0,0.2170285648564983
1090707,0,0.40592017680831677
1090708,0,0.3668107174306578
1090709,1,0.5384205584659388
1090710,0,0.3184628060096886
1090711,0,0.2823549028119175
1090712,0,0.386298237581533
1090713,1,0.6646353833399219
1090714,0,0.30213509737650296
1090715,1,0.5724505901322233
1090716,0,0.3192204172903094
1090717,0,0.2388630929556594
1090718,0,0.19643596204705704
1090719,0,0.43527791563026086
1090720,0,0.46559256595041126
1090721,0,0.4905194241536413
1090722,0,0.3318833139588966
1090723,0,0.3132547125387617
1090724,0,0.37212443952620977
1090725,0,0.1605899243241466
1090726,1,0.615499530479296
1090727,0,0.2756592511751366
1090728,0,0.3229516735910086
1090729,1,0.5667658348384274
1090730,1,0.817019152549081
1090731,0,0.3060419156920377
1090732,0,0.2211171219703471
1090733,1,0.6284262510178115
1090734,0,0.16139734867503197
1090735,0,0.2640664156653734
1090736,1,0.7330231567317359
1090737,1,0.5363063520671687
1090738,1,0.5759275797828977
1090739,0,0.2318360092159157
1090740,0,0.1930799255500223
1090741,0,0.4182820660289942
1090742,0,0.24111196450646027
1090743,0,0.3182651283176093
1090744,0,0.3952807288547815
1090745,0,0.19138182739637183
1090746,1,0.6552908505191002
1090747,1,0.7730811619557113
1090748,1,0.6061818602443306
1090749,0,0.29407608174807837
1090750,1,0.889577721861304
1090751,0,0.35115693692396815
1090752,1,0.7171950911377055
1090753,0,0.2497610232432951
1090754,0,0.35766366972069613
1090755,1,0.6193486324487536
1090756,0,0.187911433500981
1090757,0,0.29582447963057606
1090758,1,0.7643686307880336
1090759,1,0.6061158913846044
1090760,1,0.5774179175934898
1090761,0,0.4898615787749019
1090762,0,0.3575054828381464
1090763,1,0.5546721538278919
1090764,0,0.49739824607608524
1090765,1,0.6406009233290318
1090766,1,0.6870556068586087
1090767,1,0.5763565347437521
1090768,0,0.2266346858016348
1090769,0,0.20050070806293568
1090770,1,0.5571675758750722
1090771,0,0.4548786911839078
1090772,1,0.5810860238541504
1090773,0,0.2296468656839171
1090774,0,0.3998769920031534
1090775,1,0.5524952982343606
1090776,0,0.3580130562109121
1090777,1,0.6665819280521219
1090778,1,0.5929158588318649
1090779,1,0.7041070130659702
1090780,0,0.3044664739843623
1090781,0,0.18001846351987336
1090782,0,0.27567721349522845
1090783,1,0.6632914597922137
1090784,1,0.6891570406168115
1090785,0,0.2726002385038323
1090786,1,0.5931123416317646
1090787,0,0.3016151381540429
1090788,0,0.4147730810841386
1090789,1,0.5169716405060241
1090790,0,0.4058057493040421
1090791,0,0.25602293797313486
1090792,1,0.6860564360822278
1090793,0,0.1767637988574716
1090794,0,0.40759262676241154
1090795,0,0.3309374418300675
1090796,0,0.2667994722755685
1090797,0,0.4776079204189638
1090798,0,0.4918749153836862
1090799,0,0.21006187102592802
1090800,1,0.7298136156429643
1090801,0,0.3857936936799176
1090802,1,0.5302553405967616
1090803,0,0.37517986871478587
1090804,1,0.587710741189261
1090805,0,0.28991993776500985
1090806,1,0.7620887387040313
1090807,1,0.5693166173309474
1090808,0,0.49997950641990285
1090809,0,0.1900756679293661
1090810,0,0.3389870359703027
1090811,1,0.6983046462554972
1090812,1,0.5447409722824187
1090813,0,0.4753213200787773
1090814,0,0.30094472393493005
1090815,0,0.2880494360230817
1090816,0,0.47123851333875927
1090817,0,0.2371548496437388
1090818,1,0.5261476082106147
1090819,1,0.5413996360317612
1090820,0,0.3553381467463124
1090821,1,0.6393057527162048
1090822,1,0.8152492224162241
1090823,0,0.3379620041795436
1090824,1,0.6918736139362328
1090825,1,0.7137722783779017
1090826,1,0.7138199635674064
1090827,1,0.5769909886490694
1090828,1,0.5750633331568766
1090829,0,0.48381769845324146
1090830,0,0.31310034854442964
1090831,0,0.23602745182901647
1090832,0,0.3491433222749758
1090833,1,0.8271424433814943
1090834,0,0.2876094846996962
1090835,0,0.22098821155227003
1090836,1,0.651898575352858
1090837,0,0.4800942200553878
1090838,0,0.26750072805202646
1090839,0,0.2498082693293769
1090840,1,0.562482084297555
1090841,0,0.250224063801531
1090842,0,0.4346157710267303
1090843,0,0.34966914271646665
1090844,0,0.37478954094708916
1090845,0,0.23183972493841482
1090846,0,0.20633795971099975
1090847,0,0.3158406473034403
1090848,1,0.6461783827614218
1090849,1,0.8551259760300106
1090850,1,0.7147245329609612
1090851,1,0.6669433925564016
1090852,1,0.5767320245809953
1090853,1,0.6863700312066956
1090854,0,0.37473729004630163
1090855,1,0.6640466673743531
1090856,1,0.6817158122800304
1090857,0,0.23227238899525307
1090858,1,0.5029033254728762
1090859,0,0.40958978345413904
1090860,1,0.5824414686766312
1090861,1,0.517220180294468
1090862,1,0.5437366003793604
1090863,0,0.3086982808132992
1090864,1,0.6280400805051375
1090865,1,0.6385979752855769
1090866,1,0.6219958710637364
1090867,0,0.19327710599965583
1090868,0,0.3080368470044991
1090869,0,0.49642814934653934
1090870,1,0.593569618479234
1090871,1,0.6350226979065058
1090872,0,0.24014943588963017
1090873,1,0.6287381147871948
1090874,1,0.5806630106115546
1090875,0,0.44795171191187566
1090876,1,0.6263960790403675
1090877,1,0.7538981140782991
1090878,1,0.5474952954436499
1090879,1,0.6135736836481386
1090880,0,0.2541779011996191
1090881,1,0.6395426746816041
1090882,0,0.30280824008576
1090883,0,0.18099362764355834
1090884,1,0.6306950952653831
1090885,1,0.6507427750192418
1090886,0,0.33812262782742747
1090887,1,0.7189545862536796
1090888,1,0.6005764960560889
1090889,0,0.2904539712843621
1090890,0,0.40371789244925765
1090891,0,0.24223330165725995
1090892,0,0.20167554361203952
1090893,0,0.45054737045282944
1090894,1,0.7248197087743369
1090895,1,0.7297645140045024
1090896,1,0.5793416528575733
1090897,0,0.3181173367316964
1090898,0,0.34865210968397053
1090899,0,0.47731874466850593
1090900,0,0.4155632857574613
1090901,1,0.6416089221195002
1090902,1,0.6283314086836592
1090903,0,0.2891917029638099
1090904,1,0.6126949732765908
1090905,0,0.3267132646229738
1090906,1,0.8075133839472027
1090907,0,0.20803579266058495
1090908,0,0.1989916095094636
1090909,1,0.759988774688066
1090910,1,0.5416247493281213
1090911,0,0.4156770980351674
1090912,0,0.2398749369644062
1090913,1,0.612153192669679
1090914,0,0.19923264796584966
1090915,0,0.4826865247148003
1090916,1,0.7115900409987559
1090917,0,0.29881413912796356
1090918,0,0.34862995444069617
1090919,0,0.33945357455444847
1090920,1,0.557688117435554
1090921,1,0.5151969495114264
1090922,1,0.6593441008938299
1090923,1,0.6292850997101302
1090924,0,0.1799203013590696
1090925,1,0.6111886133020739
1090926,0,0.43674027071673566
1090927,1,0.5856703030884176
1090928,0,0.4885498949780181
1090929,0,0.46043222199813993
1090930,1,0.7034975657098262
1090931,0,0.2700384667892269
1090932,1,0.9124704203934116
1090933,0,0.2953007440408486
1090934,1,0.6129746519864219
